idx,text,out_wav,duration_s,tacotron_s,vocoder_s,total_time_s,RTF,MCD_dB,mel_L2
0,"Hello, this is a test sentence.",outputs/wavs/0000.wav,2.380045351473923,0.40642499923706055,0.042464256286621094,0.44888925552368164,0.18860533697212614,,
1,The quick brown fox jumps over the lazy dog.,outputs/wavs/0001.wav,3.1230839002267574,0.319260835647583,0.024335145950317383,0.3435959815979004,0.11001817196552195,,
2,Text to speech synthesis using Tacotron2 and MelGAN.,outputs/wavs/0002.wav,3.517823129251701,0.33162808418273926,0.02599048614501953,0.3576185703277588,0.10165905367841224,,
3,This is sample number four.,outputs/wavs/0003.wav,1.7647165532879818,0.16474175453186035,0.01972794532775879,0.18446969985961914,0.10453219782855167,,
4,Neural networks can generate high quality audio.,outputs/wavs/0004.wav,3.2043537414965986,0.29290270805358887,0.018648386001586914,0.3115510940551758,0.09722743466820406,,
